Post_ID,Category,Author,Likes,Shares,Comments,Post_Length,Date_Posted,Hashtags,Sentiment_Score
POST_3839,Tech,henrychristina,3116,857,228,199,05-07-2033,"enough, evidence, though",-0.52
POST_3840,Tech,nmartinez,1491,155,303,241,06-07-2033,"small, talk, Mrs",0.28
POST_3841,Food,longkeith,1117,564,61,221,07-07-2033,"push, real, soldier",-0.24
POST_3842,Fashion,cathyarias,4273,441,57,89,08-07-2033,"source, big, sport",0.25
POST_3843,Fashion,alison32,2973,840,273,86,09-07-2033,"capital, address, then",-0.39
POST_3844,Tech,jonesanthony,4303,955,107,127,10-07-2033,"perform, eye, red",0.24
POST_3845,Fashion,koliver,3906,698,186,65,11-07-2033,"key, teacher, kind",-0.45
POST_3846,Fashion,pstewart,876,875,474,92,12-07-2033,"marriage, among, tend",-0.9
POST_3847,Fashion,lauraramsey,4657,661,228,261,13-07-2033,"size, as, season",0.82
POST_3848,Tech,vjackson,4035,775,47,112,14-07-2033,"standard, institution, again",0.77
POST_3849,Tech,vargaserika,2142,761,318,64,15-07-2033,"pull, six, pick",0.94
POST_3850,Fashion,bjackson,3229,944,267,221,16-07-2033,"action, stage, similar",0.43
POST_3851,Fashion,jeffreyrobinson,4588,809,214,267,17-07-2033,"vote, project, second",0.37
POST_3852,Tech,lewiscatherine,3951,922,289,186,18-07-2033,"arm, early, white",0.12
POST_3853,Food,linda79,2412,934,253,114,19-07-2033,"firm, inside, but",-0.75
POST_3854,Fashion,ogiles,2274,722,444,276,20-07-2033,"receive, yeah, send",-0.62
POST_3855,Food,melinda95,1776,24,357,93,21-07-2033,"once, civil, including",-0.42
POST_3856,Fashion,benjamin97,2056,805,86,69,22-07-2033,"serve, enough, much",0.78
POST_3857,Food,joshua72,316,852,180,168,23-07-2033,"catch, art, attorney",-0.65
POST_3858,Food,wellsarthur,887,663,24,247,24-07-2033,"sign, off, next",0.85
POST_3859,Food,martinjoy,4634,535,445,251,25-07-2033,"positive, wait, training",0.05
POST_3860,Tech,sclark,4847,763,387,161,26-07-2033,"page, none, board",0.43
POST_3861,Food,adamharris,736,59,221,172,27-07-2033,"support, wife, smile",-0.78
POST_3862,Food,michellenelson,3411,466,477,210,28-07-2033,"card, letter, everyone",-0.46
POST_3863,Food,daisyrivera,406,433,396,129,29-07-2033,"gas, organization, agree",0.92
POST_3864,Fashion,mhuffman,3865,878,425,149,30-07-2033,"training, themselves, owner",-0.47
POST_3865,Food,qharrington,921,65,48,55,31-07-2033,"investment, possible, church",-0.41
POST_3866,Fashion,farleyluis,2023,909,333,132,01-08-2033,"dog, plant, plant",-0.6
POST_3867,Food,ericale,4697,564,439,80,02-08-2033,"teacher, prevent, from",-0.74
POST_3868,Food,justin06,1860,927,174,115,03-08-2033,"brother, painting, himself",-0.53
POST_3869,Tech,cindylove,4468,105,391,67,04-08-2033,"response, outside, two",0.28
POST_3870,Fashion,aramirez,2691,95,310,77,05-08-2033,"against, gas, follow",-0.09
POST_3871,Food,laura61,2278,987,471,117,06-08-2033,"pay, pretty, agent",0.11
POST_3872,Fashion,harrisontimothy,3441,687,273,242,07-08-2033,"any, window, force",-0.76
POST_3873,Fashion,kphillips,4228,550,34,163,08-08-2033,"issue, remember, bar",0.6
POST_3874,Tech,iwoods,2400,167,216,257,09-08-2033,"production, see, collection",0.57
POST_3875,Tech,youngdavid,4407,41,208,222,10-08-2033,"skin, suggest, vote",-0.96
POST_3876,Tech,peterwhite,4929,878,159,107,11-08-2033,"reach, these, keep",-0.23
POST_3877,Tech,melanie92,2789,103,407,224,12-08-2033,"may, minute, behind",-0.86
POST_3878,Tech,myersmelissa,2780,844,6,243,13-08-2033,"available, bit, third",0.58
POST_3879,Tech,qpatterson,1368,203,268,229,14-08-2033,"develop, instead, interview",0.47
POST_3880,Tech,rachel25,1585,519,125,213,15-08-2033,"itself, whose, weight",0.8
POST_3881,Tech,warrenisaiah,4834,974,474,178,16-08-2033,"institution, remain, age",-0.53
POST_3882,Food,nathaniel66,2493,281,367,88,17-08-2033,"four, service, real",-0.09
POST_3883,Fashion,santhony,1822,907,324,264,18-08-2033,"oil, modern, decision",-0.63
POST_3884,Tech,sanchezkim,3259,42,355,267,19-08-2033,"truth, order, protect",-0.26
POST_3885,Tech,angelica24,4984,946,89,252,20-08-2033,"throw, cause, necessary",0.04
POST_3886,Fashion,robertanderson,927,109,41,155,21-08-2033,"indicate, first, option",-0.89
POST_3887,Food,stevenevans,2920,986,364,50,22-08-2033,"approach, sign, more",0.43
POST_3888,Fashion,calvinmoore,3250,209,158,124,23-08-2033,"loss, note, spring",0.09
POST_3889,Fashion,joannasmith,4194,748,201,137,24-08-2033,"control, style, back",0.66
POST_3890,Tech,stewarttimothy,3797,867,365,251,25-08-2033,"happy, federal, president",-0.46
POST_3891,Fashion,louisrogers,2886,830,281,191,26-08-2033,"whether, wish, race",0.81
POST_3892,Fashion,drichardson,342,48,469,255,27-08-2033,"future, avoid, language",1
POST_3893,Tech,sean48,1701,114,331,248,28-08-2033,"surface, produce, way",0.84
POST_3894,Tech,ramirezpenny,4681,154,287,200,29-08-2033,"professor, research, send",0.56
POST_3895,Tech,chad89,4456,648,90,220,30-08-2033,"think, citizen, north",0.62
POST_3896,Tech,daniel89,586,502,480,199,31-08-2033,"public, since, create",0.15
POST_3897,Fashion,madison13,2736,678,124,109,01-09-2033,"market, popular, training",-0.62
POST_3898,Fashion,williamsaaron,283,832,125,277,02-09-2033,"rise, reach, summer",0.35
POST_3899,Food,xfarmer,2702,710,51,204,03-09-2033,"simply, traditional, source",0.43
POST_3900,Food,sarah59,2424,985,403,233,04-09-2033,"animal, build, no",0.97
POST_3901,Fashion,reevesnathan,2322,70,102,179,05-09-2033,"why, natural, toward",0.08
POST_3902,Food,robertsonbrenda,1016,518,360,216,06-09-2033,"become, as, prove",-0.46
POST_3903,Fashion,lauren55,939,711,423,228,07-09-2033,"administration, event, field",0.37
POST_3904,Food,sandrasmith,3913,335,186,159,08-09-2033,"add, owner, task",0.96
POST_3905,Tech,alison60,3450,66,204,68,09-09-2033,"push, mother, purpose",-0.65
POST_3906,Food,andrew07,84,492,13,111,10-09-2033,"scene, ball, theory",-0.35
POST_3907,Tech,dgardner,4592,649,427,120,11-09-2033,"he, evidence, bar",0.08
POST_3908,Tech,natalie65,3573,753,103,253,12-09-2033,"here, detail, tree",-0.66
POST_3909,Tech,anna33,1813,966,116,244,13-09-2033,"mean, building, then",-0.96
POST_3910,Tech,martinjeremy,3341,212,469,240,14-09-2033,"network, shoulder, allow",-0.33
POST_3911,Food,mark84,2538,180,465,160,15-09-2033,"whom, degree, section",0.73
POST_3912,Fashion,bryansue,2750,765,303,182,16-09-2033,"fill, president, at",-0.91
POST_3913,Tech,dereksanchez,1608,612,92,121,17-09-2033,"scientist, according, before",-0.14
POST_3914,Food,rholden,4740,862,426,127,18-09-2033,"show, responsibility, politics",0.52
POST_3915,Tech,mooregrant,2326,598,143,238,19-09-2033,"data, one, practice",0.91
POST_3916,Food,julie83,4056,696,109,149,20-09-2033,"soldier, example, language",0.97
POST_3917,Food,robert46,4489,602,162,120,21-09-2033,"matter, go, job",-0.16
POST_3918,Food,chandlerjohnny,1153,247,52,56,22-09-2033,"be, doctor, cause",0.9
POST_3919,Fashion,james81,1469,213,417,99,23-09-2033,"I, impact, picture",-0.93
POST_3920,Food,sarah12,1528,358,2,95,24-09-2033,"week, imagine, shake",0.49
POST_3921,Food,robertsmith,3964,248,67,273,25-09-2033,"purpose, visit, which",0.29
POST_3922,Fashion,edward36,3792,637,245,121,26-09-2033,"church, media, performance",-0.5
POST_3923,Fashion,laurachavez,3006,922,388,125,27-09-2033,"success, give, media",0.01
POST_3924,Food,ramirezgregory,1432,949,137,123,28-09-2033,"attorney, evidence, would",-0.74
POST_3925,Fashion,summersshelby,2624,880,307,191,29-09-2033,"together, care, interest",0.74
POST_3926,Tech,grantnathan,3434,515,412,122,30-09-2033,"certainly, few, time",-0.28
POST_3927,Tech,jreeves,1619,87,351,151,01-10-2033,"possible, study, purpose",0.25
POST_3928,Fashion,amartinez,1944,662,286,143,02-10-2033,"concern, son, why",-0.68
POST_3929,Fashion,bobwhite,2293,175,65,118,03-10-2033,"movement, health, trade",-0.59
POST_3930,Food,kaitlyn92,1916,722,459,114,04-10-2033,"debate, yard, career",0.98
POST_3931,Fashion,qgill,78,425,346,242,05-10-2033,"develop, education, south",0.51
POST_3932,Food,martha92,755,770,324,234,06-10-2033,"study, education, interest",0.92
POST_3933,Tech,jamesperkins,1070,602,420,111,07-10-2033,"including, body, section",-0.41
POST_3934,Fashion,wernercassandra,2113,770,154,69,08-10-2033,"mother, concern, defense",-0.67
POST_3935,Food,davidphillips,1496,923,86,252,09-10-2033,"money, center, once",0.01
POST_3936,Food,dylan39,3714,702,32,203,10-10-2033,"case, discuss, forget",-0.01
POST_3937,Tech,lewischristina,3037,80,67,93,11-10-2033,"there, movie, anyone",-0.65
POST_3938,Fashion,jilladams,3652,926,186,244,12-10-2033,"instead, none, run",0.47
POST_3939,Tech,andrewflynn,3735,137,191,247,13-10-2033,"rather, past, south",-0.28
POST_3940,Food,allen59,3418,432,212,111,14-10-2033,"executive, buy, shoulder",-0.63
POST_3941,Food,davisedward,3631,469,87,156,15-10-2033,"through, respond, week",-0.34
POST_3942,Fashion,marydelgado,2812,349,427,174,16-10-2033,"her, poor, look",0.13
POST_3943,Food,ikelley,4087,125,350,94,17-10-2033,"five, kind, ready",0.45
POST_3944,Fashion,gdowns,622,880,107,60,18-10-2033,"old, once, without",-0.04
POST_3945,Tech,david48,4138,916,239,249,19-10-2033,"information, month, war",0.05
POST_3946,Fashion,matthewwilson,664,867,215,270,20-10-2033,"tend, employee, scientist",-0.72
POST_3947,Fashion,harrydrake,4100,308,176,251,21-10-2033,"discuss, free, success",0.83
POST_3948,Food,kathleen80,375,854,52,211,22-10-2033,"pressure, response, wish",0.86
POST_3949,Food,ronaldmclean,3790,229,329,137,23-10-2033,"still, back, race",0.37
POST_3950,Fashion,christian38,408,459,48,95,24-10-2033,"same, partner, threat",-0.96
POST_3951,Food,larryward,3827,344,368,161,25-10-2033,"any, use, improve",0.07
POST_3952,Food,tuckerisabella,2421,309,113,130,26-10-2033,"style, than, production",0.26
POST_3953,Food,gbrock,1771,952,449,81,27-10-2033,"wrong, admit, more",0.99
POST_3954,Fashion,davidsosa,1399,19,94,252,28-10-2033,"about, quickly, above",0.99
POST_3955,Food,joannlewis,3746,880,446,147,29-10-2033,"analysis, among, student",0.72
POST_3956,Fashion,jpoole,3946,560,24,265,30-10-2033,"brother, also, within",-0.87
POST_3957,Food,davisjames,4310,646,131,54,31-10-2033,"nice, any, bar",0.91
POST_3958,Tech,michelle34,1646,540,178,240,01-11-2033,"realize, ready, figure",0.23
POST_3959,Food,aaron67,1677,559,394,78,02-11-2033,"on, traditional, culture",0.6
POST_3960,Food,smithaudrey,2552,476,144,97,03-11-2033,"use, measure, throw",-0.19
POST_3961,Fashion,bradleyporter,3858,268,363,275,04-11-2033,"news, us, language",-0.36
POST_3962,Fashion,kschmidt,242,2,449,65,05-11-2033,"significant, field, general",-0.07
POST_3963,Food,laurentapia,2724,769,197,202,06-11-2033,"skill, ball, whose",-0.71
POST_3964,Tech,ymorris,3895,15,456,278,07-11-2033,"economy, never, likely",-0.29
POST_3965,Food,terribrown,2627,605,324,121,08-11-2033,"find, blood, section",0.72
POST_3966,Food,scott62,141,357,83,78,09-11-2033,"maybe, sea, few",-0.92
POST_3967,Tech,browndevin,4284,645,156,229,10-11-2033,"response, best, agreement",-0.7
POST_3968,Fashion,elizabethleon,530,812,84,95,11-11-2033,"down, consumer, that",-0.75
POST_3969,Food,cmurray,2966,838,456,202,12-11-2033,"heart, hair, item",-0.19
POST_3970,Fashion,mckaycharles,4485,132,475,72,13-11-2033,"including, agree, anything",0.99
POST_3971,Fashion,stokesmichael,1125,311,252,211,14-11-2033,"store, most, speak",-0.65
POST_3972,Tech,kevinmcguire,2563,966,374,244,15-11-2033,"political, require, far",-0.71
POST_3973,Tech,pramirez,848,481,71,143,16-11-2033,"moment, board, middle",0.83
POST_3974,Fashion,tcervantes,4620,894,222,163,17-11-2033,"eat, apply, race",0.76
POST_3975,Food,austin43,3999,543,275,83,18-11-2033,"speech, compare, suggest",-0.94
POST_3976,Fashion,campbelllinda,654,304,282,209,19-11-2033,"wish, responsibility, like",0.5
POST_3977,Food,fjennings,3029,268,263,166,20-11-2033,"spring, let, up",0.31
POST_3978,Food,angel97,4966,413,245,78,21-11-2033,"indeed, yard, themselves",0.54
POST_3979,Tech,laurabanks,647,24,340,58,22-11-2033,"area, long, push",-0.01
POST_3980,Food,callahanjacob,1582,980,60,243,23-11-2033,"can, candidate, my",0.98
POST_3981,Food,briannarichardson,563,315,411,234,24-11-2033,"effect, meet, situation",-0.91
POST_3982,Fashion,billy36,1927,570,470,88,25-11-2033,"decision, quite, that",-0.53
POST_3983,Tech,tmorris,4022,724,453,184,26-11-2033,"agent, avoid, walk",-0.21
POST_3984,Food,tcooper,3893,667,258,159,27-11-2033,"police, control, analysis",-0.1
POST_3985,Food,russelltorres,1749,825,452,118,28-11-2033,"spring, career, likely",0.84
POST_3986,Tech,deannahayes,1079,275,456,185,29-11-2033,"staff, protect, do",0.12
POST_3987,Fashion,scottwelch,4645,929,6,145,30-11-2033,"four, policy, share",-0.91
POST_3988,Tech,fcox,766,388,187,168,01-12-2033,"building, would, theory",-0.18
POST_3989,Tech,carolyn28,4136,721,3,167,02-12-2033,"write, yard, image",-0.17
POST_3990,Food,nicole66,715,443,230,67,03-12-2033,"hard, suggest, sing",0.93
POST_3991,Food,daniel61,2258,998,132,151,04-12-2033,"establish, bed, last",0.2
POST_3992,Fashion,Apr-83,1129,426,394,159,05-12-2033,"six, reveal, site",0.27
POST_3993,Food,williamsrichard,277,56,124,131,06-12-2033,"institution, action, president",0.43
POST_3994,Food,elizabethwilliams,198,696,14,226,07-12-2033,"soon, building, health",0.54
POST_3995,Tech,angela04,1119,970,447,154,08-12-2033,"that, concern, police",0.27
POST_3996,Food,matthewcook,4777,565,481,65,09-12-2033,"matter, do, individual",-0.53
POST_3997,Fashion,alan67,1413,720,12,70,10-12-2033,"firm, bed, feeling",0.75
POST_3998,Tech,boydgary,4558,367,117,187,11-12-2033,"movement, election, take",0.46
POST_3999,Fashion,juliazuniga,1805,940,239,155,12-12-2033,"price, sure, election",0.48
POST_4000,Tech,jasminehouston,569,341,262,181,13-12-2033,"west, usually, plan",0.99
POST_4001,Food,evanhansen,3594,804,359,93,14-12-2033,"close, interesting, authority",0.61
POST_4002,Tech,juliesmith,2372,851,5,172,15-12-2033,"order, military, tell",0.66
POST_4003,Tech,qcarey,1152,303,439,185,16-12-2033,"teacher, play, issue",0.9
POST_4004,Food,sean05,647,763,319,160,17-12-2033,"enjoy, travel, exactly",-0.7
POST_4005,Food,kthompson,3323,373,230,166,18-12-2033,"record, wish, probably",0
POST_4006,Fashion,rmcdaniel,4099,949,433,175,19-12-2033,"nor, might, church",0.16
POST_4007,Fashion,pbowman,2655,815,29,232,20-12-2033,"feeling, respond, too",-0.34
POST_4008,Food,sheajustin,2238,111,21,68,21-12-2033,"southern, impact, those",0.68
POST_4009,Food,potterbrandon,4875,877,408,113,22-12-2033,"half, million, listen",0.52
POST_4010,Food,iwelch,638,5,155,89,23-12-2033,"decide, ok, above",0.44
POST_4011,Tech,jennifer00,4522,929,117,100,24-12-2033,"for, star, country",0.99
POST_4012,Tech,jwatkins,1457,702,339,186,25-12-2033,"deep, glass, adult",-0.48
POST_4013,Tech,johnkennedy,4896,845,422,207,26-12-2033,"relate, against, concern",0.47
POST_4014,Food,ylewis,4772,943,450,105,27-12-2033,"town, note, public",0.1
POST_4015,Fashion,umorse,3440,278,388,130,28-12-2033,"door, practice, firm",-0.37
POST_4016,Food,housevanessa,3490,381,192,221,29-12-2033,"agency, could, key",-0.68
POST_4017,Tech,simsjames,1679,851,398,236,30-12-2033,"well, mouth, tough",0.79
POST_4018,Tech,fdunn,1044,12,345,192,31-12-2033,"instead, image, avoid",0.19
POST_4019,Food,ocampbell,4848,302,194,245,01-01-2034,"its, sit, whose",0.65
POST_4020,Food,paulmills,2109,555,167,119,02-01-2034,"practice, fish, throughout",0.09
POST_4021,Tech,isteele,4622,616,376,177,03-01-2034,"everyone, spring, deal",-0.56
POST_4022,Tech,mtorres,3036,159,488,175,04-01-2034,"power, nature, single",-0.32
POST_4023,Tech,smithchristy,450,153,238,110,05-01-2034,"key, performance, he",-0.24
POST_4024,Food,carlanderson,2905,753,361,129,06-01-2034,"threat, recognize, activity",0.95
POST_4025,Tech,mercedessmith,2274,180,481,267,07-01-2034,"another, organization, town",-0.99
POST_4026,Tech,torreschristopher,3462,525,243,170,08-01-2034,"modern, company, fund",0.97
POST_4027,Fashion,jorge39,106,179,68,150,09-01-2034,"that, current, PM",0.96
POST_4028,Food,john98,1925,376,94,200,10-01-2034,"also, effort, cold",0.99
POST_4029,Fashion,vincentjohnston,4593,803,498,126,11-01-2034,"identify, office, beautiful",-0.05
POST_4030,Fashion,jessica13,4348,775,76,224,12-01-2034,"clearly, bag, increase",0.93
POST_4031,Tech,mary47,3818,167,170,194,13-01-2034,"management, life, factor",-0.21
POST_4032,Food,mhuynh,4883,213,0,234,14-01-2034,"film, group, later",-0.95
POST_4033,Tech,walterteresa,4347,149,405,175,15-01-2034,"decade, page, happen",-0.55
POST_4034,Food,nlee,1403,15,61,231,16-01-2034,"church, discover, hold",0.89
POST_4035,Fashion,leefaith,2460,90,206,268,17-01-2034,"peace, few, institution",-0.97
POST_4036,Food,christine37,4361,119,153,229,18-01-2034,"forget, run, if",0.09
POST_4037,Tech,howardmichael,2652,955,273,71,19-01-2034,"process, necessary, really",-0.85
POST_4038,Tech,gonzalesangela,2984,252,47,278,20-01-2034,"there, home, here",-0.43
POST_4039,Tech,allisonbanks,72,59,136,132,21-01-2034,"statement, change, whose",-0.82
POST_4040,Food,marieholt,2252,265,0,216,22-01-2034,"leave, place, upon",0.72
POST_4041,Fashion,gregorynatalie,1259,408,234,276,23-01-2034,"city, phone, floor",0.18
POST_4042,Fashion,churchshari,2346,30,392,190,24-01-2034,"society, Republican, building",0.8
POST_4043,Food,michellehardy,798,20,255,127,25-01-2034,"American, world, system",0.38
POST_4044,Tech,gregory06,854,730,406,144,26-01-2034,"partner, build, growth",0.94
POST_4045,Fashion,iwilliams,183,592,106,158,27-01-2034,"visit, finish, old",0.02
POST_4046,Tech,gaydavid,4466,288,172,243,28-01-2034,"for, move, art",0.28
POST_4047,Food,marksingleton,2487,542,129,159,29-01-2034,"child, more, wrong",0.15
POST_4048,Tech,keithmartin,483,497,397,101,30-01-2034,"strategy, late, else",-0.03
POST_4049,Fashion,susanjordan,3721,745,293,152,31-01-2034,"yes, how, fly",0.69
POST_4050,Fashion,hubbardjennifer,3786,473,39,150,01-02-2034,"dinner, age, station",0.29
POST_4051,Tech,heidijenkins,4089,404,446,191,02-02-2034,"financial, quite, research",0.6
POST_4052,Food,brownchristine,2148,547,337,250,03-02-2034,"seven, article, lay",0.57
POST_4053,Tech,fdonovan,2967,960,15,251,04-02-2034,"serious, girl, trade",-0.62
POST_4054,Food,matthewlee,302,131,126,112,05-02-2034,"store, teach, would",0.3
POST_4055,Tech,gconway,4884,323,372,248,06-02-2034,"realize, young, participant",-0.6
POST_4056,Fashion,zdouglas,1179,857,348,77,07-02-2034,"put, offer, likely",0.17
POST_4057,Food,garciadiane,3314,131,491,266,08-02-2034,"ball, here, station",0.35
POST_4058,Food,hoffmanjoy,351,520,202,95,09-02-2034,"computer, challenge, sense",0.99
POST_4059,Food,fhorne,2027,29,133,77,10-02-2034,"reflect, company, everybody",-0.94
POST_4060,Fashion,christinevillegas,2813,626,258,51,11-02-2034,"without, use, American",-0.82
POST_4061,Tech,ruthtrevino,4055,300,13,176,12-02-2034,"recent, executive, rock",-0.85
POST_4062,Fashion,kevin46,3291,3,65,66,13-02-2034,"help, rule, experience",-0.2
POST_4063,Food,samantha62,3107,324,479,108,14-02-2034,"talk, son, yes",0.64
POST_4064,Tech,burgessbrad,600,508,350,229,15-02-2034,"low, talk, realize",0.69
POST_4065,Fashion,carlosbarton,1637,236,458,181,16-02-2034,"painting, herself, his",0.47
POST_4066,Food,nporter,1872,534,341,126,17-02-2034,"according, water, key",0.79
POST_4067,Food,loridurham,3267,15,194,259,18-02-2034,"money, together, myself",-0.35
POST_4068,Fashion,floresjoseph,3546,533,113,180,19-02-2034,"call, experience, opportunity",-0.82
POST_4069,Fashion,yhatfield,4459,996,158,164,20-02-2034,"development, hotel, interesting",-0.88
POST_4070,Fashion,stevensonscott,4329,583,160,214,21-02-2034,"much, turn, style",0.7
POST_4071,Food,kennethmorse,762,815,253,146,22-02-2034,"measure, from, win",0.46
POST_4072,Fashion,kevinbaker,2225,445,471,154,23-02-2034,"capital, decide, season",0.4
POST_4073,Food,swhite,4122,992,384,73,24-02-2034,"however, style, apply",-0.32
POST_4074,Fashion,wellsalan,3899,502,427,249,25-02-2034,"year, last, position",-0.24
POST_4075,Food,cathyrodriguez,2483,955,14,84,26-02-2034,"start, ready, participant",0.92
POST_4076,Food,rjordan,3351,229,36,51,27-02-2034,"local, herself, TV",-0.87
POST_4077,Tech,petersenbernard,320,106,154,82,28-02-2034,"much, participant, family",0.55
POST_4078,Fashion,brandon09,1844,719,485,125,01-03-2034,"friend, thought, today",-0.38
POST_4079,Fashion,canderson,4956,388,431,135,02-03-2034,"safe, president, finish",-0.92
POST_4080,Food,henrybrown,2512,719,26,254,03-03-2034,"foreign, benefit, character",0.49
POST_4081,Food,michaelholt,4343,262,491,187,04-03-2034,"people, brother, cup",-0.34
POST_4082,Food,pamela12,3444,562,11,130,05-03-2034,"consider, activity, claim",0.44
POST_4083,Tech,ricardomartinez,1129,64,66,111,06-03-2034,"race, to, several",0.42
POST_4084,Tech,jordangabriel,2928,264,29,92,07-03-2034,"main, social, well",0.07
POST_4085,Food,amandatorres,4773,337,95,246,08-03-2034,"manage, explain, school",0.55
POST_4086,Fashion,mooreadam,653,300,214,170,09-03-2034,"study, may, with",0.16
POST_4087,Fashion,clarklucas,1635,377,193,108,10-03-2034,"including, price, whom",-0.43
POST_4088,Tech,leslie42,3107,174,134,58,11-03-2034,"often, about, difficult",0.47
POST_4089,Tech,amyryan,4035,962,289,126,12-03-2034,"leave, before, car",0.18
POST_4090,Food,hessbradley,4739,151,31,237,13-03-2034,"media, know, although",-0.97
POST_4091,Fashion,bsmith,1445,475,372,112,14-03-2034,"past, land, explain",0.8
POST_4092,Food,myerssteven,3738,265,38,101,15-03-2034,"ago, budget, prove",0.09
POST_4093,Tech,lori70,649,328,351,72,16-03-2034,"day, center, group",0.74
POST_4094,Fashion,jasonodonnell,563,972,426,79,17-03-2034,"whatever, PM, citizen",0.77
POST_4095,Fashion,kelly60,1116,815,426,220,18-03-2034,"behavior, up, their",-0.11
POST_4096,Tech,beardvincent,2936,162,205,245,19-03-2034,"exactly, still, poor",0.02
POST_4097,Food,chelsea16,2703,437,386,70,20-03-2034,"conference, myself, side",-0.17
POST_4098,Food,william18,4955,342,429,92,21-03-2034,"pull, mention, dream",-0.1
POST_4099,Fashion,lallen,1138,366,415,250,22-03-2034,"good, the, sign",0.79
POST_4100,Tech,marylong,4435,464,42,184,23-03-2034,"yet, eight, marriage",0.58
POST_4101,Fashion,brownjessica,4914,749,483,65,24-03-2034,"month, first, wide",-0.75
POST_4102,Tech,johnstonjohn,2564,198,336,72,25-03-2034,"rock, commercial, offer",0.22
POST_4103,Food,garciarhonda,4019,499,495,235,26-03-2034,"table, recently, against",0.99
POST_4104,Tech,perezlaurie,3334,15,258,136,27-03-2034,"think, mission, capital",0.19
POST_4105,Food,cmccarthy,4616,820,248,80,28-03-2034,"out, boy, not",0.57
POST_4106,Tech,estewart,2246,295,73,170,29-03-2034,"four, major, song",0.54
POST_4107,Fashion,jennifer27,4233,867,372,118,30-03-2034,"organization, fact, thus",-0.3
POST_4108,Food,joshua11,839,510,318,183,31-03-2034,"financial, second, opportunity",-0.26
POST_4109,Fashion,deborahjohnson,3525,787,366,164,01-04-2034,"reach, week, actually",0.45
POST_4110,Fashion,jjohnson,3203,983,295,242,02-04-2034,"contain, consumer, training",0
POST_4111,Food,lisa04,1714,238,273,108,03-04-2034,"probably, set, result",0.14
POST_4112,Food,whughes,1359,580,322,205,04-04-2034,"gas, medical, hold",0.43
POST_4113,Fashion,qsnow,914,300,358,195,05-04-2034,"important, pretty, analysis",0.56
POST_4114,Fashion,ericksonjeremy,3913,5,189,265,06-04-2034,"spring, too, at",-0.46
POST_4115,Fashion,usmith,3413,219,137,126,07-04-2034,"force, cause, their",-0.71
POST_4116,Fashion,garciatheresa,3574,765,435,274,08-04-2034,"may, single, energy",-0.42
POST_4117,Food,rosarionicholas,3836,452,456,187,09-04-2034,"difference, know, poor",0.02
POST_4118,Food,toddpatterson,73,432,301,56,10-04-2034,"put, defense, fill",-0.32
POST_4119,Fashion,jwhite,3053,806,310,86,11-04-2034,"by, rich, chair",0.14
POST_4120,Tech,danielle18,360,869,429,273,12-04-2034,"natural, man, kid",-0.89
POST_4121,Tech,gabriela22,1281,385,330,222,13-04-2034,"development, defense, project",0.02
POST_4122,Food,sullivanlaura,3838,618,443,135,14-04-2034,"low, able, quite",-0.26
POST_4123,Fashion,crawfordsarah,2761,294,352,65,15-04-2034,"result, stand, support",0.07
POST_4124,Fashion,henrycollins,4851,117,483,265,16-04-2034,"image, reason, thus",-0.15
POST_4125,Food,wheelerbradley,471,404,281,165,17-04-2034,"station, year, per",-0.43
POST_4126,Tech,stephanie12,1823,679,410,167,18-04-2034,"address, game, understand",0.81
POST_4127,Tech,danielwright,3618,996,165,63,19-04-2034,"upon, scientist, suddenly",-0.63
POST_4128,Tech,juarezariana,996,762,277,188,20-04-2034,"use, much, child",0.36
POST_4129,Food,hspears,1236,593,25,260,21-04-2034,"article, drop, you",0.85
POST_4130,Tech,martin95,1884,565,469,136,22-04-2034,"product, mind, same",0.08
POST_4131,Food,aaron61,1614,751,452,211,23-04-2034,"charge, floor, movement",0.75
POST_4132,Food,vwilliams,4994,877,418,237,24-04-2034,"live, pass, service",-0.75
POST_4133,Fashion,dchristian,1997,11,449,153,25-04-2034,"recently, machine, successful",-0.01
POST_4134,Tech,lanceboyd,1358,208,482,190,26-04-2034,"really, box, pattern",-0.09
POST_4135,Food,cingram,3036,164,72,216,27-04-2034,"effort, behavior, song",-0.98
POST_4136,Tech,santossusan,436,877,114,93,28-04-2034,"who, surface, receive",-0.11
POST_4137,Tech,tracy25,1211,293,50,77,29-04-2034,"capital, employee, chance",-0.26
POST_4138,Fashion,youngkristie,3308,910,368,217,30-04-2034,"above, follow, population",0.34
POST_4139,Tech,ybarnes,4861,518,401,65,01-05-2034,"whose, response, magazine",0.88
POST_4140,Fashion,humphreyjustin,3983,77,170,99,02-05-2034,"training, us, what",-0.83
POST_4141,Food,ugriffin,2897,433,267,164,03-05-2034,"catch, until, majority",-0.35
POST_4142,Tech,danielvilla,4571,576,2,205,04-05-2034,"eat, build, order",-0.11
POST_4143,Food,loweelizabeth,1489,613,209,117,05-05-2034,"certain, thousand, live",-0.09
POST_4144,Tech,jason01,3492,962,375,141,06-05-2034,"worker, tonight, star",0.55
POST_4145,Food,dylan26,4530,868,485,170,07-05-2034,"day, push, economy",-0.11
POST_4146,Tech,erodriguez,105,811,390,237,08-05-2034,"network, fill, range",-0.95
POST_4147,Tech,wagnerjohn,3374,798,480,189,09-05-2034,"chance, including, close",0.42
POST_4148,Tech,russojoy,155,682,389,65,10-05-2034,"animal, class, at",0.77
